amount,merchant_id,hour,is_fraud
3932.98,99,2,1
3181.92,68,14,1
2339.3,57,7,0
3336.62,86,21,0
602.29,47,23,0
3173.77,30,19,0
4892.95,19,18,0
1184.48,56,5,0
3445.15,36,14,0
4316.48,100,23,1
3815.87,19,3,0
3356.42,41,11,0
2538.22,66,9,0
632.58,72,8,0
2564.59,70,19,0
2853.37,1,23,0
4613.6,19,11,0
1684.41,19,23,0
895.28,17,9,0
1254.17,71,6,0
3003.08,25,18,0
968.67,60,14,0
632.74,10,9,0
3610.47,90,16,0
467.28,53,1,0
268.83,70,11,0
4869.25,4,20,0
1878.53,26,9,0
1665.41,55,2,0
397.25,21,1,0
1032.55,94,8,0
2676.36,66,20,0
477.81,15,3,0
2948.15,17,14,0
1684.14,16,9,0
3887.71,39,18,0
667.15,7,21,0
708.83,83,20,0
4449.97,33,0,1
1806.4,79,4,0
299.12,98,7,0
4346.45,50,18,0
4055.33,56,0,1
2927.54,15,22,0
2331.74,48,2,0
4829.16,90,9,0
2399.92,56,0,0
4968.38,21,19,0
2985.32,94,4,1
320.75,52,5,0
4226.73,40,20,0
4749.01,52,4,1
259.26,7,5,0
699.43,20,5,0
2620.43,97,2,1
4670.58,30,3,1
1331.4,96,22,0
4994.3,56,2,1
176.47,3,14,0
3323.21,33,3,0
4924.84,44,15,0
3763.48,79,10,1
4603.81,73,19,0
326.02,82,14,0
3535.39,50,10,0
3915.94,2,10,0
3617.15,64,2,0
1819.87,98,14,0
1442.67,4,15,0
2396.09,41,7,0
539.43,46,17,0
3247.54,100,3,1
2117.98,98,4,1
1741.29,84,15,0
425.75,4,10,0
117.1,22,1,0
4409.79,72,11,0
1903.62,2,18,0
1817.66,76,2,0
2679.79,77,4,0
4989.9,63,12,0
4666.52,42,4,1
4839.77,77,12,0
1103.58,15,11,0
385.95,7,20,0
1348.96,1,13,0
3934.99,66,21,0
330.85,67,14,0
1320.87,69,9,0
3305.81,80,5,0
1972.51,14,10,0
545.7,97,23,0
1126.72,41,11,0
3715.9,71,5,0
2111.08,89,13,0
3173.52,85,1,0
1337.81,77,17,0
4225.41,51,1,1
2033.38,21,5,0
889.93,39,10,0
4239.05,43,4,1
210.45,88,2,1
1815.65,25,10,0
2825.5,81,4,0
1476.98,62,3,0
1870.17,13,18,0
2684.86,39,15,0
3959.83,100,7,0
2782.38,76,21,0
1633.29,32,4,0
2953.23,8,14,0
3301.85,89,2,0
3512.93,97,11,0
1687.97,60,5,0
1569.92,60,17,0
3052.74,58,10,0
3468.38,26,18,0
1659.86,48,4,0
2529.27,34,21,0
1088.34,76,7,0
4767.2,46,17,0
1114.47,46,15,0
144.74,4,18,0
4493.11,45,21,0
3636.88,95,12,1
2786.06,46,17,0
2099.2,92,22,0
2427.72,15,3,0
1818.46,92,18,0
3106.8,75,2,0
4161.8,30,2,1
4840.67,62,3,1
4222.65,88,11,0
2322.15,11,13,0
4483.18,74,16,0
4480.27,5,20,0
4200.84,95,4,1
4019.24,18,9,0
2008.73,81,2,0
4593.6,84,5,0
4871.89,3,3,1
1903.8,44,0,0
1415.13,56,10,0
4482.44,4,4,1
3018.05,34,11,0
1066.62,95,23,0
3624.46,8,3,0
1952.95,57,12,0
524.0,75,6,0
2438.59,92,14,0
405.74,32,18,0
767.84,98,16,0
745.29,74,15,0
4131.12,99,15,1
602.86,86,12,0
1418.05,17,22,0
2628.88,98,14,0
1310.06,72,12,0
2824.24,79,10,0
4527.83,13,20,0
711.46,23,6,0
3878.33,55,1,0
1779.7,46,17,0
2531.63,72,23,0
2616.79,58,8,0
1758.74,50,21,0
695.93,58,20,0
3106.92,4,17,0
2813.75,82,15,0
1494.02,65,9,0
3474.4,49,23,0
2918.97,59,10,0
2099.42,98,16,0
3312.83,40,0,0
2905.98,50,21,0
3741.2,39,0,0
3121.6,28,18,0
4801.24,80,12,0
1933.03,25,8,0
680.73,69,10,0
2110.74,62,11,0
1243.22,44,4,0
681.7,50,14,1
1141.73,93,11,0
901.93,39,1,0
526.76,97,12,0
2340.4,12,12,0
939.36,6,8,0
1992.1,38,9,0
3545.68,87,17,0
3658.97,96,19,0
1224.62,44,0,0
2649.04,17,11,0
98.31,19,9,0
2257.5,51,3,0
2027.79,16,9,0
4402.17,2,18,0
4079.74,83,16,0
996.02,57,8,0
1866.15,66,1,0
4908.52,37,11,0
1798.45,49,7,0
4742.14,43,20,0
455.78,74,13,0
2511.89,2,11,0
2273.05,62,4,0
2779.32,15,0,0
1102.88,72,23,0
313.14,15,12,0
2279.1,81,0,0
2930.0,23,10,0
1754.15,28,10,0
1832.25,76,12,0
3114.19,69,14,0
4898.11,68,17,0
1239.7,69,1,0
4695.25,39,3,1
33.75,78,18,0
1297.55,93,13,0
4246.26,91,7,1
1538.81,70,6,0
1829.35,94,13,0
4128.21,83,13,0
316.73,75,7,0
49.53,34,23,0
292.69,15,10,0
1858.88,87,8,0
3009.72,99,8,0
841.44,42,4,0
3960.89,47,16,0
1329.35,28,17,0
352.26,94,22,0
3297.36,44,11,0
3244.07,18,15,0
1405.22,75,2,0
3942.37,54,11,0
3978.41,61,20,0
4431.51,99,8,1
1020.99,70,9,0
271.96,64,9,0
3149.48,87,21,0
3257.06,8,22,0
2218.47,21,23,0
132.55,56,21,0
1181.59,74,16,0
4759.45,42,9,0
4759.0,73,5,0
28.58,90,6,0
4228.4,84,22,0
4979.58,32,4,1
1197.9,2,12,0
1961.0,69,8,0
19.25,23,12,0
3991.96,21,22,0
4591.92,90,21,0
3261.61,73,18,0
1323.1,69,16,0
3939.72,8,2,0
2959.36,75,3,0
81.94,86,3,0
2441.41,71,7,0
882.29,93,11,0
1790.7,77,1,0
1425.07,96,18,0
4205.39,88,4,1
3914.35,19,23,0
3824.41,52,5,0
4369.09,26,12,0
1842.1,71,7,0
1802.66,14,16,0
2361.4,29,0,0
637.89,41,0,0
723.62,17,8,0
4490.46,24,13,0
4518.39,41,10,0
1240.45,99,15,0
3345.63,85,11,0
1398.71,74,17,0
731.3,72,16,1
819.01,95,22,0
1412.82,41,14,0
1691.79,45,4,0
1477.74,58,12,0
3554.57,46,20,0
331.27,100,1,1
569.98,70,3,0
3470.71,19,17,0
345.26,95,0,1
2811.69,40,19,0
2720.47,100,5,0
3670.47,23,6,0
2301.35,63,11,0
1952.38,21,7,0
3443.77,63,19,0
1890.81,4,9,1
3421.96,84,19,0
4038.16,70,6,0
1129.18,21,20,0
1725.24,15,1,0
2060.42,18,3,0
2831.81,13,4,0
571.08,20,3,0
3139.37,24,1,0
4465.56,8,16,0
3180.28,75,12,0
1967.6,78,11,0
3214.97,71,19,0
4294.78,86,20,0
1256.66,58,8,0
3901.69,48,8,0
3324.39,64,10,0
1688.36,17,15,0
2272.63,9,23,0
2572.33,90,14,0
290.39,12,20,0
2028.03,30,1,0
1739.69,80,23,0
4108.42,78,12,0
459.5,18,15,0
3812.47,4,10,0
1197.08,79,22,1
4106.38,87,14,0
2776.33,32,13,0
853.11,57,6,0
4350.18,73,17,0
676.55,27,1,0
1277.86,34,4,0
4354.59,75,9,0
558.56,47,23,0
3955.6,85,20,0
2079.66,95,10,0
2210.47,53,4,0
1076.43,57,17,0
157.84,61,18,0
1247.68,97,4,1
3924.76,37,15,0
2291.97,75,12,0
1505.33,63,22,0
4897.49,53,21,0
2920.06,77,0,0
2018.14,97,20,0
262.35,71,3,0
2355.91,2,1,0
3112.29,63,21,0
2583.76,100,18,0
3781.2,6,7,0
4200.41,47,19,0
4718.14,85,23,0
613.03,71,19,0
2880.8,73,11,0
1045.05,88,10,0
1491.66,19,8,0
3505.73,76,16,0
3957.07,36,2,0
1763.2,1,10,0
2731.85,27,14,0
4714.48,79,18,0
2832.24,94,15,0
4949.63,63,20,0
3405.33,21,20,0
2460.26,79,7,0
4891.67,98,3,1
3350.64,59,10,0
2876.04,54,11,0
1320.08,18,7,0
2420.67,80,7,0
154.9,67,7,0
852.51,55,2,0
4413.16,78,7,0
2440.76,37,13,0
3248.9,76,19,0
2553.66,33,17,0
1919.54,13,1,0
25.75,33,21,0
4619.66,57,8,0
1429.02,3,9,0
2686.56,74,6,0
3396.78,31,20,0
4238.71,24,16,0
653.98,46,1,0
1299.54,61,7,0
4551.78,72,21,0
893.83,51,4,0
1774.02,86,9,0
1025.67,50,14,0
1446.05,24,14,0
257.65,49,8,0
3133.64,12,4,0
1043.74,53,5,0
3681.65,7,4,0
4393.78,74,10,0
880.26,19,13,0
165.13,33,22,0
2333.34,72,6,0
2479.46,76,6,0
4047.69,66,0,1
373.63,58,22,0
2357.1,67,2,0
2848.41,15,17,0
2640.04,3,16,0
3655.54,41,4,0
3947.08,5,6,0
3932.03,40,18,0
3924.6,20,7,0
173.16,60,6,0
277.14,94,11,0
3534.26,25,6,0
1269.79,95,17,0
69.46,11,13,0
2869.37,73,16,0
1026.47,75,1,0
4912.09,99,8,1
265.28,82,15,0
4270.34,78,18,0
2081.41,52,14,0
4322.03,17,23,0
4987.26,21,17,0
1717.16,74,0,0
4733.12,22,8,0
3159.91,25,14,0
1486.65,40,6,0
1261.6,86,13,0
1928.65,78,12,0
2049.14,81,7,0
1033.56,28,1,0
4446.95,27,16,0
1260.54,26,17,0
1863.73,81,12,1
91.09,10,15,0
4796.74,96,19,1
532.39,56,8,0
4910.16,11,17,0
3583.19,39,16,0
1237.68,74,21,0
716.55,81,11,0
475.18,25,11,0
3400.35,68,11,0
1095.35,35,12,0
2176.1,8,16,0
1663.72,2,2,0
879.46,78,1,0
3279.89,11,15,0
4811.66,57,19,0
4819.88,94,20,1
4756.43,78,11,0
650.65,87,11,0
217.53,38,13,0
3180.93,50,1,0
3043.96,92,7,0
792.81,50,19,0
778.34,19,20,0
739.1,91,16,0
4835.59,86,4,1
832.3,21,8,0
3446.39,12,22,0
1740.57,49,22,0
1594.96,48,0,0
2000.24,82,23,0
3170.19,78,13,0
4236.56,5,19,0
388.54,37,0,0
83.14,67,2,0
2228.02,6,22,0
1149.13,83,19,0
1296.64,84,15,0
3233.21,7,7,0
3881.74,8,11,0
127.39,25,14,0
3446.89,38,21,0
3367.56,51,7,0
2714.88,84,14,0
4080.11,9,0,1
1252.9,2,17,0
1718.65,92,18,0
1940.39,57,7,0
4145.77,72,19,0
4157.46,88,10,0
2070.08,85,21,0
1942.61,82,21,0
1667.92,76,16,0
3326.9,20,23,0
2216.4,93,6,0
4793.43,26,8,0
1234.54,74,1,0
2924.54,91,7,0
3965.9,100,2,1
1974.46,1,23,0
889.59,87,9,0
1869.28,73,11,0
3309.34,1,23,0
2220.28,85,7,0
301.78,81,5,0
4815.97,85,18,0
2702.99,71,6,0
1604.36,25,19,0
1417.99,92,4,1
796.26,6,21,0
1240.43,92,7,0
1467.6,60,16,0
2572.13,30,19,0
941.42,95,12,0
4794.56,86,6,0
3022.25,66,1,0
3009.51,56,16,0
3222.72,66,11,0
4981.37,8,13,0
349.72,70,6,0
2024.24,71,18,0
2632.87,5,17,0
1711.88,80,9,0
1825.94,1,8,0
220.08,84,15,0
861.4,32,14,0
3607.88,59,10,0
2390.41,88,12,0
1323.42,85,17,0
339.96,55,6,0
2850.06,3,6,0
1009.47,97,16,0
909.87,53,0,0
1246.25,28,3,0
528.36,8,7,0
1499.81,58,11,0
3255.68,9,2,0
2807.45,81,15,0
3816.03,45,1,0
1728.49,65,19,0
2918.3,23,22,0
1824.04,15,18,0
2065.51,70,6,0
1225.37,95,1,1
4279.34,28,11,0
1511.14,84,13,0
3390.87,91,4,1
4081.3,29,14,0
1550.52,43,21,0
4807.91,33,4,1
685.72,8,21,0
3956.41,47,1,0
4352.22,18,22,0
472.71,17,7,0
3134.43,2,11,0
3004.51,16,14,0
4370.54,51,14,0
766.06,21,9,0
2252.51,23,6,0
3411.7,19,22,0
3205.01,46,21,0
294.62,14,7,0
2557.28,73,21,0
2260.55,29,0,0
3882.84,55,6,0
4459.34,75,21,0
4446.06,88,5,0
4329.61,8,0,1
4812.32,16,3,1
366.69,91,16,0
3502.92,20,16,0
4871.84,33,5,0
616.2,83,14,0
339.85,78,20,0
3927.22,8,5,0
1156.17,99,9,0
655.86,94,0,1
1271.91,57,9,0
2738.3,9,21,0
3806.97,80,6,0
2910.39,43,8,0
918.18,34,12,0
4057.9,30,5,0
108.94,83,18,1
380.65,95,5,0
1323.54,53,23,0
1260.48,8,11,0
3424.67,81,2,0
2602.97,98,12,0
3371.71,22,12,0
181.88,37,12,0
857.3,43,6,0
4661.89,94,15,1
4889.9,60,6,0
4056.97,46,22,0
3075.05,100,15,0
3650.06,28,12,0
1967.71,62,7,0
1114.18,44,18,0
3085.0,70,3,0
4222.49,8,4,1
913.8,84,19,0
4759.67,26,11,0
962.98,80,1,0
598.86,53,6,0
3139.82,26,10,0
1188.45,35,8,0
1568.66,34,14,0
3064.09,28,8,0
2723.83,40,6,0
954.44,17,13,0
4145.8,8,16,0
2167.51,44,17,0
4562.27,48,23,0
1636.32,5,7,0
4781.52,35,4,1
2721.86,77,22,0
2953.94,26,23,0
2028.01,21,15,0
3811.73,93,4,1
4063.06,24,14,0
4080.39,4,23,0
3028.42,41,6,0
2006.82,13,15,0
4179.46,60,5,0
1078.59,17,23,0
16.79,78,19,0
1542.97,32,15,0
3943.24,52,0,0
3014.32,12,23,0
1978.92,68,6,0
2285.55,45,1,1
3605.72,95,6,0
4435.84,88,4,1
2703.08,62,6,0
394.51,36,16,0
1963.86,50,12,0
2123.81,65,15,0
4174.97,97,16,1
720.12,20,1,0
3301.46,32,18,0
4924.56,51,8,0
145.86,19,1,0
1631.21,36,18,0
1066.44,93,0,1
2089.62,13,14,0
2659.97,33,1,0
2624.34,99,1,1
4102.01,21,15,0
903.04,29,12,0
2028.5,24,0,0
4117.04,23,18,0
4844.79,79,20,0
2969.2,22,20,0
1552.93,53,2,0
1238.6,75,22,0
3971.38,21,8,0
2891.53,9,12,0
2343.08,62,14,0
3766.6,66,7,0
1380.81,92,10,0
216.77,92,2,1
1598.11,51,9,0
2731.34,26,17,0
662.54,13,19,0
4075.57,49,22,0
65.35,87,6,0
4968.47,57,12,1
696.49,62,6,0
4959.81,99,3,1
3114.94,23,23,0
3760.73,5,0,0
583.29,98,23,0
2393.52,72,1,0
198.31,36,22,0
2593.76,67,17,0
2909.06,95,5,0
4980.49,83,21,0
2141.4,96,14,0
4749.38,20,7,0
757.64,64,22,0
2276.22,61,15,0
996.0,28,0,0
2163.82,3,9,0
3589.99,43,6,0
671.81,52,13,1
515.45,87,5,0
2454.92,75,3,0
3701.77,10,1,0
4747.1,39,21,0
4483.83,90,16,0
4153.29,81,19,0
1315.85,60,12,0
2927.48,57,8,0
3179.53,66,20,0
2226.94,35,4,0
2661.55,74,15,0
4563.6,31,9,0
4139.55,39,14,0
1495.99,24,6,0
1019.05,4,22,0
4988.24,78,23,0
503.56,64,12,0
3100.07,26,10,0
2725.95,28,4,0
316.83,71,4,0
2241.62,36,1,0
4160.57,48,18,0
2125.9,17,2,0
4919.63,41,10,0
73.94,80,21,0
4936.56,39,19,0
3844.91,93,4,1
4657.27,9,13,0
3680.49,94,22,1
3873.09,42,22,0
2764.39,3,17,0
2500.38,17,2,0
581.31,27,8,0
1179.56,76,7,0
4622.87,7,14,0
2823.18,42,1,0
962.68,43,14,0
4165.92,83,20,0
972.21,27,0,0
2303.78,60,6,0
1965.74,42,8,0
4835.25,17,9,0
2690.05,36,15,0
4935.65,3,17,0
2077.69,32,10,0
3727.0,91,3,1
4834.98,76,11,0
4174.49,45,19,0
3860.16,1,12,0
2498.39,46,7,0
3361.41,76,5,0
336.67,9,7,0
2372.82,93,8,0
1043.87,33,22,0
2130.35,94,16,0
4340.35,5,11,0
166.18,98,21,0
1274.2,72,18,0
3491.23,53,11,0
2167.14,24,0,0
1299.74,81,9,0
1811.53,32,1,0
226.38,17,5,0
3430.25,13,18,0
3439.99,67,22,0
1539.48,78,22,0
1981.67,88,16,0
718.41,63,17,0
830.67,53,0,0
1152.16,26,1,0
535.14,93,11,0
3462.16,2,0,0
2953.98,60,0,0
2798.18,12,15,0
2902.69,18,4,0
2564.17,84,5,0
2058.09,4,6,0
3685.58,28,20,0
1910.17,96,17,0
3212.38,13,9,0
1559.86,69,18,0
2813.2,60,18,0
4938.25,50,23,0
1722.31,22,19,0
2855.99,79,6,0
571.15,45,9,0
2560.21,75,14,0
684.8,26,13,0
38.44,51,13,0
4805.47,58,21,0
2257.12,43,11,0
1774.12,54,10,0
2056.66,64,15,0
915.03,4,6,0
3216.32,72,2,0
4616.26,37,3,1
4245.47,57,17,0
3757.29,52,18,0
2297.99,36,5,0
1682.05,18,23,0
1197.22,66,10,0
1081.54,7,10,0
4766.18,45,19,0
3275.2,5,20,0
2290.62,66,9,0
831.84,99,14,0
4777.37,36,15,0
889.63,35,17,0
3937.22,9,7,0
2205.19,6,22,0
4455.19,65,14,0
352.9,71,20,0
2805.09,74,20,0
4563.31,66,2,1
957.35,93,20,0
3406.41,70,1,0
3358.71,28,14,0
1010.0,70,8,0
3884.81,85,18,0
4579.23,53,10,0
450.16,91,17,0
1230.92,84,1,0
1216.99,98,8,0
775.12,35,14,0
845.79,42,6,0
4183.44,39,15,0
259.12,28,0,0
1990.16,53,12,0
586.27,62,12,0
3787.22,3,20,0
3364.05,91,16,0
3966.17,47,23,0
2189.46,81,4,0
1684.22,26,5,0
2794.69,100,0,1
2653.35,13,0,0
4386.51,88,2,1
441.68,96,16,0
2415.02,79,3,0
4708.05,56,9,0
445.68,96,10,0
927.46,86,14,0
2682.06,53,15,0
4290.52,7,15,0
2890.33,68,0,0
1288.93,73,21,0
1834.35,75,3,0
4093.78,35,12,0
148.12,11,3,0
2242.61,7,12,0
3294.11,70,22,0
2404.74,40,11,0
3874.76,14,3,0
2108.33,8,9,0
4976.24,8,17,0
2764.48,96,6,0
3867.2,17,23,0
252.23,56,21,0
4513.09,82,15,0
1180.09,19,1,0
598.7,88,6,0
794.8,80,13,0
1137.82,86,12,0
248.37,22,20,0
4528.91,47,1,1
3575.19,43,20,0
4720.39,69,6,0
2765.87,63,9,0
753.36,51,3,0
298.72,1,6,0
1617.21,94,17,0
809.78,99,4,1
830.57,22,3,0
3946.53,84,17,0
954.76,56,5,0
2832.41,58,12,0
2202.15,44,18,0
2070.08,16,0,0
2899.14,6,17,0
526.15,12,21,0
3574.72,62,18,0
760.71,27,11,0
3695.42,81,8,0
2229.51,72,17,0
2554.94,96,5,0
20.82,49,22,0
7.27,81,21,0
163.71,58,17,0
390.75,2,22,0
2815.77,80,1,0
3789.76,58,22,0
2939.34,53,7,0
1368.0,12,9,0
4771.16,21,18,0
3174.04,9,3,0
3185.92,64,22,1
3589.18,71,4,0
2841.56,63,19,0
281.39,84,20,0
1492.32,60,13,0
2453.44,43,9,0
41.11,96,17,0
4977.86,8,22,0
2629.32,26,18,0
4438.82,53,13,0
3132.5,96,2,1
1872.18,63,14,0
1046.08,71,2,0
2901.58,29,7,0
435.29,43,2,0
2620.13,21,12,0
2819.98,9,5,0
1279.38,11,8,0
900.51,75,15,0
1923.72,30,21,0
2119.19,27,0,0
1029.03,60,16,0
3803.69,75,3,0
1526.96,18,0,0
578.13,83,3,0
3694.19,96,7,0
588.18,16,15,0
2146.01,79,19,0
3875.34,99,2,1
4845.33,8,2,1
2877.94,22,13,0
1399.55,32,4,0
3429.94,94,23,0
4930.57,45,10,0
1327.88,45,15,0
1550.96,19,16,0
2653.34,13,2,0
4699.71,86,15,0
2221.6,51,8,0
787.31,52,10,0
3127.97,67,8,0
4446.97,26,9,0
4155.63,87,10,0
385.89,58,6,0
1122.75,71,11,0
4043.33,91,4,1
3797.25,69,13,0
3472.18,26,1,0
1420.74,47,19,0
3122.7,88,10,0
2950.68,36,8,0
941.84,81,15,0
48.52,53,18,0
762.65,25,18,0
2335.57,37,10,0
860.51,32,13,0
2175.39,62,18,0
1161.45,74,9,0
837.8,71,10,0
4665.2,92,16,1
1784.3,83,1,0
596.87,13,0,0
4858.99,81,16,0
4013.29,66,20,0
3901.88,71,3,0
952.66,36,5,0
791.59,33,11,0
2398.86,38,11,0
768.01,72,15,0
3147.61,51,5,0
2120.23,38,22,0
4354.38,12,4,1
4503.94,14,1,1
3743.71,18,9,0
701.47,15,0,0
1550.74,48,17,0
3464.26,49,6,1
2489.56,20,12,0
1835.91,16,7,0
4901.95,24,20,0
3481.02,71,12,0
607.77,9,22,0
4630.06,54,19,0
27.11,68,17,0
252.33,63,9,0
2510.68,29,23,0
4562.32,11,13,0
196.44,6,14,0
3724.41,41,9,0
1154.46,26,15,0
839.71,3,19,0
2159.35,34,8,0
3964.48,98,10,0
1306.16,25,14,0
4332.66,38,6,0
905.69,41,0,0
908.93,45,3,0
1513.44,70,10,0
2768.47,83,10,0
4685.04,1,9,0
463.34,91,15,0
3942.11,86,22,0
2810.13,9,21,0
4751.87,83,2,1
3987.83,82,11,0
3768.61,14,5,0
1813.18,76,7,1
3227.01,8,9,0
383.93,10,6,0
3369.7,5,11,0
2102.39,12,5,0
1783.46,41,11,0
1994.78,35,15,0
4411.46,9,1,1
512.03,92,11,0
3518.61,20,9,0
3906.3,64,23,0
2549.22,3,4,0
2672.46,41,8,0
1972.49,10,12,0
1965.93,9,7,0
4108.62,64,22,0
1005.24,46,3,0
4988.26,65,19,0
2653.98,49,8,0
2513.31,54,20,0
1497.95,65,12,0
1283.01,99,7,0
4004.32,74,2,1
625.92,90,9,0
2886.03,98,23,0
406.55,5,21,0
4584.63,20,7,0
380.22,32,18,0
1884.26,59,3,0
3314.13,84,11,0
4354.44,40,22,0
4685.84,50,11,0
329.17,35,2,0
1830.79,76,19,0
4079.56,48,11,0
4103.09,21,2,1
1660.13,56,23,0
788.63,86,0,0
153.59,54,11,0
811.67,32,0,0
4344.2,5,13,0
1192.82,36,2,0
3601.14,35,20,0
1914.09,57,5,0
2260.39,72,10,0
1377.43,98,9,0
2667.81,82,1,0
3778.75,73,2,0
1462.25,8,22,0
263.82,29,6,0
1358.62,22,13,0
1934.2,62,20,0
4331.05,81,6,0
3955.66,16,11,0
2282.02,66,5,0
3421.31,18,17,0
83.9,66,7,0
1168.49,38,23,0
3734.8,66,16,0
580.87,17,17,0
1981.06,68,9,0
3604.08,39,14,0
537.42,100,7,0
2863.87,12,23,0
4553.06,4,15,0
4870.08,34,1,1
1079.77,59,13,0
3367.31,99,19,0
4363.91,14,16,0
3501.39,33,23,0
1299.43,50,22,0
249.23,74,8,0
291.71,5,3,0
378.2,46,12,0
1938.18,38,19,0
106.74,81,0,0
101.43,57,17,0
907.73,97,3,1
2813.98,56,17,0
3361.59,12,15,0
2806.92,71,17,0
1071.9,70,6,0
1707.2,38,3,0
2232.73,29,21,0
2403.81,81,20,0
1202.17,3,2,0
2998.99,55,0,0
3843.15,54,0,0
4611.42,61,0,1
1235.48,96,23,0
2707.18,28,15,0
2744.84,22,22,0
515.55,15,9,0
1748.85,21,7,0
3023.36,49,9,0
3490.86,99,23,0
2980.77,50,8,0
196.54,49,11,0
1165.82,8,22,0
1957.33,78,19,0
4709.87,86,17,0
4318.52,35,15,0
584.51,4,4,0
2661.98,67,18,0
1763.62,15,5,0
2542.01,32,20,0
1147.22,59,23,0
825.69,76,2,0
598.33,66,22,0
3085.13,27,17,0
